"","rater_id","rated_ID","Group","presItem","prestigeRatings","id"
"218.R8",79,77,16,"R8",5,218
"219.R8",79,78,16,"R8",6,219
"220.R8",79,80,16,"R8",5,220
"217.R13",79,76,16,"R13",4,217
"218.R13",79,77,16,"R13",5,218
"219.R13",79,78,16,"R13",6,219
"220.R13",79,80,16,"R13",5,220
"217.R14",79,76,16,"R14",3,217
"218.R14",79,77,16,"R14",5,218
"219.R14",79,78,16,"R14",6,219
"220.R14",79,80,16,"R14",5,220
"217.R15",79,76,16,"R15",2,217
"218.R15",79,77,16,"R15",5,218
"219.R15",79,78,16,"R15",6,219
"220.R15",79,80,16,"R15",5,220
"217.R17rev",79,76,16,"R17rev",6,217
"218.R17rev",79,77,16,"R17rev",6,218
"219.R17rev",79,78,16,"R17rev",6,219
"220.R17rev",79,80,16,"R17rev",6,220
"221.R1",80,76,16,"R1",5,221
"222.R1",80,77,16,"R1",3,222
"223.R1",80,78,16,"R1",5,223
"224.R1",80,79,16,"R1",3,224
"221.R2rev",80,76,16,"R2rev",7,221
"222.R2rev",80,77,16,"R2rev",7,222
"223.R2rev",80,78,16,"R2rev",7,223
"224.R2rev",80,79,16,"R2rev",7,224
"221.R4",80,76,16,"R4",4,221
"222.R4",80,77,16,"R4",1,222
"223.R4",80,78,16,"R4",2,223
"224.R4",80,79,16,"R4",1,224
"221.R6rev",80,76,16,"R6rev",7,221
"222.R6rev",80,77,16,"R6rev",7,222
"223.R6rev",80,78,16,"R6rev",7,223
"224.R6rev",80,79,16,"R6rev",7,224
"221.R8",80,76,16,"R8",4,221
"222.R8",80,77,16,"R8",3,222
"223.R8",80,78,16,"R8",4,223
"224.R8",80,79,16,"R8",2,224
"221.R13",80,76,16,"R13",3,221
"222.R13",80,77,16,"R13",3,222
"223.R13",80,78,16,"R13",5,223
"224.R13",80,79,16,"R13",3,224
"221.R14",80,76,16,"R14",2,221
"222.R14",80,77,16,"R14",2,222
"223.R14",80,78,16,"R14",4,223
"224.R14",80,79,16,"R14",2,224
"221.R15",80,76,16,"R15",2,221
"222.R15",80,77,16,"R15",2,222
"223.R15",80,78,16,"R15",5,223
"224.R15",80,79,16,"R15",2,224
"221.R17rev",80,76,16,"R17rev",7,221
"222.R17rev",80,77,16,"R17rev",7,222
"223.R17rev",80,78,16,"R17rev",7,223
"224.R17rev",80,79,16,"R17rev",7,224
"225.R1",81,82,17,"R1",5,225
"226.R1",81,83,17,"R1",3,226
"227.R1",81,84,17,"R1",3,227
"228.R1",81,85,17,"R1",5,228
"225.R2rev",81,82,17,"R2rev",7,225
"226.R2rev",81,83,17,"R2rev",7,226
"227.R2rev",81,84,17,"R2rev",6,227
"228.R2rev",81,85,17,"R2rev",6,228
"225.R4",81,82,17,"R4",5,225
"226.R4",81,83,17,"R4",2,226
"227.R4",81,84,17,"R4",4,227
"228.R4",81,85,17,"R4",5,228
"225.R6rev",81,82,17,"R6rev",7,225
"226.R6rev",81,83,17,"R6rev",6,226
"227.R6rev",81,84,17,"R6rev",6,227
"228.R6rev",81,85,17,"R6rev",7,228
"225.R8",81,82,17,"R8",6,225
"226.R8",81,83,17,"R8",1,226
"227.R8",81,84,17,"R8",5,227
"228.R8",81,85,17,"R8",6,228
"225.R13",81,82,17,"R13",3,225
"226.R13",81,83,17,"R13",1,226
"227.R13",81,84,17,"R13",4,227
"228.R13",81,85,17,"R13",5,228
"225.R14",81,82,17,"R14",4,225
"226.R14",81,83,17,"R14",1,226
"227.R14",81,84,17,"R14",2,227
"228.R14",81,85,17,"R14",5,228
"225.R15",81,82,17,"R15",3,225
"226.R15",81,83,17,"R15",2,226
"227.R15",81,84,17,"R15",2,227
"228.R15",81,85,17,"R15",2,228
"225.R17rev",81,82,17,"R17rev",7,225
"226.R17rev",81,83,17,"R17rev",7,226
"227.R17rev",81,84,17,"R17rev",7,227
"228.R17rev",81,85,17,"R17rev",7,228
"229.R1",82,81,17,"R1",4,229
"230.R1",82,83,17,"R1",4,230
"231.R1",82,84,17,"R1",4,231
"232.R1",82,85,17,"R1",5,232
"229.R2rev",82,81,17,"R2rev",7,229
"230.R2rev",82,83,17,"R2rev",7,230
"231.R2rev",82,84,17,"R2rev",7,231
"232.R2rev",82,85,17,"R2rev",7,232
"229.R4",82,81,17,"R4",3,229
"230.R4",82,83,17,"R4",4,230
"231.R4",82,84,17,"R4",4,231
"232.R4",82,85,17,"R4",5,232
"229.R6rev",82,81,17,"R6rev",7,229
"230.R6rev",82,83,17,"R6rev",7,230
"231.R6rev",82,84,17,"R6rev",7,231
"232.R6rev",82,85,17,"R6rev",7,232
"229.R8",82,81,17,"R8",5,229
"230.R8",82,83,17,"R8",4,230
"231.R8",82,84,17,"R8",6,231
"232.R8",82,85,17,"R8",5,232
"229.R13",82,81,17,"R13",6,229
"230.R13",82,83,17,"R13",4,230
"231.R13",82,84,17,"R13",5,231
"232.R13",82,85,17,"R13",6,232
"229.R14",82,81,17,"R14",7,229
"230.R14",82,83,17,"R14",4,230
"231.R14",82,84,17,"R14",6,231
"232.R14",82,85,17,"R14",6,232
"229.R15",82,81,17,"R15",1,229
"230.R15",82,83,17,"R15",4,230
"231.R15",82,84,17,"R15",6,231
"232.R15",82,85,17,"R15",6,232
"229.R17rev",82,81,17,"R17rev",6,229
"230.R17rev",82,83,17,"R17rev",7,230
"231.R17rev",82,84,17,"R17rev",7,231
"232.R17rev",82,85,17,"R17rev",6,232
"233.R1",83,81,17,"R1",4,233
"234.R1",83,82,17,"R1",6,234
"235.R1",83,84,17,"R1",6,235
"236.R1",83,85,17,"R1",4,236
"233.R2rev",83,81,17,"R2rev",7,233
"234.R2rev",83,82,17,"R2rev",5,234
"235.R2rev",83,84,17,"R2rev",6,235
"236.R2rev",83,85,17,"R2rev",6,236
"233.R4",83,81,17,"R4",5,233
"234.R4",83,82,17,"R4",5,234
"235.R4",83,84,17,"R4",5,235
"236.R4",83,85,17,"R4",4,236
"233.R6rev",83,81,17,"R6rev",7,233
"234.R6rev",83,82,17,"R6rev",7,234
"235.R6rev",83,84,17,"R6rev",7,235
"236.R6rev",83,85,17,"R6rev",7,236
"233.R8",83,81,17,"R8",3,233
"234.R8",83,82,17,"R8",5,234
"235.R8",83,84,17,"R8",6,235
"236.R8",83,85,17,"R8",4,236
"233.R13",83,81,17,"R13",5,233
"234.R13",83,82,17,"R13",5,234
"235.R13",83,84,17,"R13",4,235
"236.R13",83,85,17,"R13",5,236
"233.R14",83,81,17,"R14",6,233
"234.R14",83,82,17,"R14",5,234
"235.R14",83,84,17,"R14",4,235
"236.R14",83,85,17,"R14",5,236
"233.R15",83,81,17,"R15",4,233
"234.R15",83,82,17,"R15",5,234
"235.R15",83,84,17,"R15",4,235
"236.R15",83,85,17,"R15",5,236
"233.R17rev",83,81,17,"R17rev",7,233
"234.R17rev",83,82,17,"R17rev",7,234
"235.R17rev",83,84,17,"R17rev",7,235
"236.R17rev",83,85,17,"R17rev",7,236
"237.R1",84,81,17,"R1",4,237
"238.R1",84,82,17,"R1",7,238
"239.R1",84,83,17,"R1",5,239
"240.R1",84,85,17,"R1",5,240
"237.R2rev",84,81,17,"R2rev",6,237
"238.R2rev",84,82,17,"R2rev",6,238
"239.R2rev",84,83,17,"R2rev",6,239
"240.R2rev",84,85,17,"R2rev",6,240
"237.R4",84,81,17,"R4",3,237
"238.R4",84,82,17,"R4",5,238
"239.R4",84,83,17,"R4",2,239
"240.R4",84,85,17,"R4",5,240
"237.R6rev",84,81,17,"R6rev",7,237
"238.R6rev",84,82,17,"R6rev",7,238
"239.R6rev",84,83,17,"R6rev",6,239
"240.R6rev",84,85,17,"R6rev",6,240
"237.R8",84,81,17,"R8",3,237
"238.R8",84,82,17,"R8",6,238
"239.R8",84,83,17,"R8",3,239
"240.R8",84,85,17,"R8",5,240
"237.R13",84,81,17,"R13",6,237
"238.R13",84,82,17,"R13",7,238
"239.R13",84,83,17,"R13",4,239
"240.R13",84,85,17,"R13",6,240
"237.R14",84,81,17,"R14",7,237
"238.R14",84,82,17,"R14",7,238
"239.R14",84,83,17,"R14",4,239
"240.R14",84,85,17,"R14",7,240
"237.R15",84,81,17,"R15",6,237
"238.R15",84,82,17,"R15",7,238
"239.R15",84,83,17,"R15",4,239
"240.R15",84,85,17,"R15",6,240
"237.R17rev",84,81,17,"R17rev",7,237
"238.R17rev",84,82,17,"R17rev",6,238
"239.R17rev",84,83,17,"R17rev",7,239
"240.R17rev",84,85,17,"R17rev",6,240
"241.R1",85,81,17,"R1",5,241
"242.R1",85,82,17,"R1",5,242
"243.R1",85,83,17,"R1",3,243
"244.R1",85,84,17,"R1",5,244
"241.R2rev",85,81,17,"R2rev",6,241
"242.R2rev",85,82,17,"R2rev",6,242
"243.R2rev",85,83,17,"R2rev",6,243
"244.R2rev",85,84,17,"R2rev",7,244
"241.R4",85,81,17,"R4",3,241
"242.R4",85,82,17,"R4",4,242
"243.R4",85,83,17,"R4",2,243
"244.R4",85,84,17,"R4",4,244
"241.R6rev",85,81,17,"R6rev",6,241
"242.R6rev",85,82,17,"R6rev",7,242
"243.R6rev",85,83,17,"R6rev",4,243
"244.R6rev",85,84,17,"R6rev",7,244
"241.R8",85,81,17,"R8",4,241
"242.R8",85,82,17,"R8",5,242
"243.R8",85,83,17,"R8",4,243
"244.R8",85,84,17,"R8",5,244
"241.R13",85,81,17,"R13",5,241
"242.R13",85,82,17,"R13",5,242
"243.R13",85,83,17,"R13",3,243
"244.R13",85,84,17,"R13",5,244
"241.R14",85,81,17,"R14",5,241
"242.R14",85,82,17,"R14",4,242
"243.R14",85,83,17,"R14",3,243
"244.R14",85,84,17,"R14",4,244
"241.R15",85,81,17,"R15",4,241
"242.R15",85,82,17,"R15",5,242
"243.R15",85,83,17,"R15",2,243
"244.R15",85,84,17,"R15",5,244
"241.R17rev",85,81,17,"R17rev",7,241
"242.R17rev",85,82,17,"R17rev",7,242
"243.R17rev",85,83,17,"R17rev",7,243
"244.R17rev",85,84,17,"R17rev",7,244
"245.R1",86,87,18,"R1",4,245
"246.R1",86,88,18,"R1",5,246
"247.R1",86,89,18,"R1",6,247
"248.R1",86,90,18,"R1",6,248
"245.R2rev",86,87,18,"R2rev",4,245
"246.R2rev",86,88,18,"R2rev",6,246
"247.R2rev",86,89,18,"R2rev",6,247
"248.R2rev",86,90,18,"R2rev",6,248
"245.R4",86,87,18,"R4",5,245
"246.R4",86,88,18,"R4",4,246
"247.R4",86,89,18,"R4",2,247
"248.R4",86,90,18,"R4",2,248
"245.R6rev",86,87,18,"R6rev",5,245
"246.R6rev",86,88,18,"R6rev",6,246
"247.R6rev",86,89,18,"R6rev",6,247
"248.R6rev",86,90,18,"R6rev",6,248
"245.R8",86,87,18,"R8",4,245
"246.R8",86,88,18,"R8",6,246
"247.R8",86,89,18,"R8",6,247
"248.R8",86,90,18,"R8",6,248
"245.R13",86,87,18,"R13",5,245
"246.R13",86,88,18,"R13",5,246
"247.R13",86,89,18,"R13",6,247
"248.R13",86,90,18,"R13",6,248
"245.R14",86,87,18,"R14",4,245
"246.R14",86,88,18,"R14",6,246
"247.R14",86,89,18,"R14",7,247
"248.R14",86,90,18,"R14",4,248
"245.R15",86,87,18,"R15",6,245
"246.R15",86,88,18,"R15",5,246
"247.R15",86,89,18,"R15",7,247
"248.R15",86,90,18,"R15",4,248
"245.R17rev",86,87,18,"R17rev",6,245
"246.R17rev",86,88,18,"R17rev",6,246
"247.R17rev",86,89,18,"R17rev",6,247
"248.R17rev",86,90,18,"R17rev",7,248
"249.R1",89,86,18,"R1",4,249
"250.R1",89,87,18,"R1",4,250
"251.R1",89,88,18,"R1",7,251
"252.R1",89,90,18,"R1",7,252
"249.R2rev",89,86,18,"R2rev",4,249
"250.R2rev",89,87,18,"R2rev",2,250
"251.R2rev",89,88,18,"R2rev",7,251
"252.R2rev",89,90,18,"R2rev",7,252
"249.R4",89,86,18,"R4",4,249
"250.R4",89,87,18,"R4",7,250
"251.R4",89,88,18,"R4",7,251
"252.R4",89,90,18,"R4",4,252
"249.R6rev",89,86,18,"R6rev",7,249
"250.R6rev",89,87,18,"R6rev",5,250
"251.R6rev",89,88,18,"R6rev",7,251
"252.R6rev",89,90,18,"R6rev",7,252
"249.R8",89,86,18,"R8",4,249
"250.R8",89,87,18,"R8",4,250
"251.R8",89,88,18,"R8",7,251
"252.R8",89,90,18,"R8",7,252
"249.R13",89,86,18,"R13",5,249
"250.R13",89,87,18,"R13",4,250
"251.R13",89,88,18,"R13",7,251
"252.R13",89,90,18,"R13",7,252
"249.R14",89,86,18,"R14",4,249
"250.R14",89,87,18,"R14",7,250
"251.R14",89,88,18,"R14",7,251
"252.R14",89,90,18,"R14",7,252
"249.R15",89,86,18,"R15",4,249
"250.R15",89,87,18,"R15",4,250
"251.R15",89,88,18,"R15",7,251
"252.R15",89,90,18,"R15",4,252
"249.R17rev",89,86,18,"R17rev",7,249
"250.R17rev",89,87,18,"R17rev",4,250
"251.R17rev",89,88,18,"R17rev",5,251
"252.R17rev",89,90,18,"R17rev",7,252
"253.R1",91,92,19,"R1",7,253
"254.R1",91,93,19,"R1",7,254
"255.R1",91,94,19,"R1",7,255
"256.R1",91,95,19,"R1",7,256
"253.R2rev",91,92,19,"R2rev",7,253
"254.R2rev",91,93,19,"R2rev",7,254
"255.R2rev",91,94,19,"R2rev",7,255
"256.R2rev",91,95,19,"R2rev",7,256
"253.R4",91,92,19,"R4",4,253
"254.R4",91,93,19,"R4",6,254
"255.R4",91,94,19,"R4",4,255
"256.R4",91,95,19,"R4",4,256
"253.R6rev",91,92,19,"R6rev",7,253
"254.R6rev",91,93,19,"R6rev",7,254
"255.R6rev",91,94,19,"R6rev",7,255
"256.R6rev",91,95,19,"R6rev",7,256
"253.R8",91,92,19,"R8",7,253
"254.R8",91,93,19,"R8",7,254
"255.R8",91,94,19,"R8",7,255
"256.R8",91,95,19,"R8",7,256
"253.R13",91,92,19,"R13",7,253
"254.R13",91,93,19,"R13",6,254
"255.R13",91,94,19,"R13",7,255
"256.R13",91,95,19,"R13",7,256
"253.R14",91,92,19,"R14",6,253
"254.R14",91,93,19,"R14",7,254
"255.R14",91,94,19,"R14",7,255
"256.R14",91,95,19,"R14",7,256
"253.R15",91,92,19,"R15",6,253
"254.R15",91,93,19,"R15",7,254
"255.R15",91,94,19,"R15",7,255
"256.R15",91,95,19,"R15",7,256
"253.R17rev",91,92,19,"R17rev",7,253
"254.R17rev",91,93,19,"R17rev",7,254
"255.R17rev",91,94,19,"R17rev",7,255
"256.R17rev",91,95,19,"R17rev",7,256
"257.R1",92,91,19,"R1",5,257
"258.R1",92,93,19,"R1",7,258
"259.R1",92,94,19,"R1",5,259
"260.R1",92,95,19,"R1",6,260
"257.R2rev",92,91,19,"R2rev",5,257
"258.R2rev",92,93,19,"R2rev",6,258
"259.R2rev",92,94,19,"R2rev",6,259
"260.R2rev",92,95,19,"R2rev",6,260
"257.R4",92,91,19,"R4",3,257
"258.R4",92,93,19,"R4",5,258
"259.R4",92,94,19,"R4",5,259
"260.R4",92,95,19,"R4",5,260
"257.R6rev",92,91,19,"R6rev",5,257
"258.R6rev",92,93,19,"R6rev",6,258
"259.R6rev",92,94,19,"R6rev",6,259
"260.R6rev",92,95,19,"R6rev",6,260
"257.R8",92,91,19,"R8",5,257
"258.R8",92,93,19,"R8",6,258
"259.R8",92,94,19,"R8",6,259
"260.R8",92,95,19,"R8",6,260
"257.R13",92,91,19,"R13",4,257
"258.R13",92,93,19,"R13",6,258
"259.R13",92,94,19,"R13",5,259
"260.R13",92,95,19,"R13",5,260
"257.R14",92,91,19,"R14",4,257
"258.R14",92,93,19,"R14",5,258
"259.R14",92,94,19,"R14",4,259
"260.R14",92,95,19,"R14",6,260
"257.R15",92,91,19,"R15",4,257
"258.R15",92,93,19,"R15",6,258
"259.R15",92,94,19,"R15",5,259
"260.R15",92,95,19,"R15",6,260
"257.R17rev",92,91,19,"R17rev",6,257
"258.R17rev",92,93,19,"R17rev",7,258
"259.R17rev",92,94,19,"R17rev",6,259
"260.R17rev",92,95,19,"R17rev",6,260
"261.R1",93,91,19,"R1",5,261
"262.R1",93,92,19,"R1",6,262
"263.R1",93,94,19,"R1",5,263
"264.R1",93,95,19,"R1",6,264
"261.R2rev",93,91,19,"R2rev",7,261
"262.R2rev",93,92,19,"R2rev",7,262
"263.R2rev",93,94,19,"R2rev",7,263
"264.R2rev",93,95,19,"R2rev",6,264
"261.R4",93,91,19,"R4",2,261
"262.R4",93,92,19,"R4",4,262
"263.R4",93,94,19,"R4",3,263
"264.R4",93,95,19,"R4",5,264
"261.R6rev",93,91,19,"R6rev",7,261
"262.R6rev",93,92,19,"R6rev",7,262
"263.R6rev",93,94,19,"R6rev",6,263
"264.R6rev",93,95,19,"R6rev",7,264
"261.R8",93,91,19,"R8",4,261
"262.R8",93,92,19,"R8",5,262
"263.R8",93,94,19,"R8",4,263
"264.R8",93,95,19,"R8",6,264
"261.R13",93,91,19,"R13",4,261
"262.R13",93,92,19,"R13",6,262
"263.R13",93,94,19,"R13",4,263
"264.R13",93,95,19,"R13",5,264
"261.R14",93,91,19,"R14",3,261
"262.R14",93,92,19,"R14",6,262
"263.R14",93,94,19,"R14",3,263
"264.R14",93,95,19,"R14",6,264
"261.R15",93,91,19,"R15",3,261
"262.R15",93,92,19,"R15",6,262
"263.R15",93,94,19,"R15",3,263
"264.R15",93,95,19,"R15",7,264
"261.R17rev",93,91,19,"R17rev",7,261
"262.R17rev",93,92,19,"R17rev",7,262
"263.R17rev",93,94,19,"R17rev",7,263
"264.R17rev",93,95,19,"R17rev",7,264
"265.R1",95,91,19,"R1",4,265
"266.R1",95,92,19,"R1",6,266
"267.R1",95,93,19,"R1",6,267
"268.R1",95,94,19,"R1",7,268
"265.R2rev",95,91,19,"R2rev",5,265
"266.R2rev",95,92,19,"R2rev",6,266
"267.R2rev",95,93,19,"R2rev",5,267
"268.R2rev",95,94,19,"R2rev",6,268
"265.R4",95,91,19,"R4",4,265
"266.R4",95,92,19,"R4",4,266
"267.R4",95,93,19,"R4",4,267
"268.R4",95,94,19,"R4",6,268
"265.R6rev",95,91,19,"R6rev",5,265
"266.R6rev",95,92,19,"R6rev",6,266
"267.R6rev",95,93,19,"R6rev",6,267
"268.R6rev",95,94,19,"R6rev",6,268
"265.R8",95,91,19,"R8",3,265
"266.R8",95,92,19,"R8",6,266
"267.R8",95,93,19,"R8",6,267
"268.R8",95,94,19,"R8",7,268
"265.R13",95,91,19,"R13",4,265
"266.R13",95,92,19,"R13",4,266
"267.R13",95,93,19,"R13",5,267
"268.R13",95,94,19,"R13",6,268
"265.R14",95,91,19,"R14",3,265
"266.R14",95,92,19,"R14",4,266
"267.R14",95,93,19,"R14",4,267
"268.R14",95,94,19,"R14",5,268
"265.R15",95,91,19,"R15",2,265
"266.R15",95,92,19,"R15",6,266
"267.R15",95,93,19,"R15",6,267
"268.R15",95,94,19,"R15",6,268
"265.R17rev",95,91,19,"R17rev",6,265
"266.R17rev",95,92,19,"R17rev",7,266
"267.R17rev",95,93,19,"R17rev",7,267
"268.R17rev",95,94,19,"R17rev",7,268
"269.R1",96,97,20,"R1",3,269
"270.R1",96,98,20,"R1",6,270
"271.R1",96,99,20,"R1",7,271
"272.R1",96,100,20,"R1",6,272
"269.R2rev",96,97,20,"R2rev",6,269
"270.R2rev",96,98,20,"R2rev",6,270
"271.R2rev",96,99,20,"R2rev",7,271
"272.R2rev",96,100,20,"R2rev",7,272
"269.R4",96,97,20,"R4",3,269
"270.R4",96,98,20,"R4",5,270
"271.R4",96,99,20,"R4",4,271
"272.R4",96,100,20,"R4",3,272
"269.R6rev",96,97,20,"R6rev",7,269
"270.R6rev",96,98,20,"R6rev",7,270
"271.R6rev",96,99,20,"R6rev",7,271
"272.R6rev",96,100,20,"R6rev",7,272
"269.R8",96,97,20,"R8",2,269
"270.R8",96,98,20,"R8",7,270
"271.R8",96,99,20,"R8",6,271
"272.R8",96,100,20,"R8",6,272
"269.R13",96,97,20,"R13",2,269
"270.R13",96,98,20,"R13",6,270
"271.R13",96,99,20,"R13",6,271
"272.R13",96,100,20,"R13",7,272
"269.R14",96,97,20,"R14",3,269
"270.R14",96,98,20,"R14",7,270
"271.R14",96,99,20,"R14",6,271
"272.R14",96,100,20,"R14",7,272
"269.R15",96,97,20,"R15",5,269
"270.R15",96,98,20,"R15",7,270
"271.R15",96,99,20,"R15",7,271
"272.R15",96,100,20,"R15",7,272
"269.R17rev",96,97,20,"R17rev",6,269
"270.R17rev",96,98,20,"R17rev",7,270
"271.R17rev",96,99,20,"R17rev",7,271
"272.R17rev",96,100,20,"R17rev",7,272
"273.R1",97,96,20,"R1",7,273
"274.R1",97,98,20,"R1",7,274
"275.R1",97,99,20,"R1",7,275
"276.R1",97,100,20,"R1",6,276
"273.R2rev",97,96,20,"R2rev",7,273
"274.R2rev",97,98,20,"R2rev",7,274
"275.R2rev",97,99,20,"R2rev",7,275
"276.R2rev",97,100,20,"R2rev",7,276
"273.R4",97,96,20,"R4",6,273
"274.R4",97,98,20,"R4",6,274
"275.R4",97,99,20,"R4",5,275
"276.R4",97,100,20,"R4",5,276
"273.R6rev",97,96,20,"R6rev",7,273
"274.R6rev",97,98,20,"R6rev",7,274
"275.R6rev",97,99,20,"R6rev",7,275
"276.R6rev",97,100,20,"R6rev",7,276
"273.R8",97,96,20,"R8",7,273
"274.R8",97,98,20,"R8",5,274
"275.R8",97,99,20,"R8",4,275
"276.R8",97,100,20,"R8",5,276
"273.R13",97,96,20,"R13",6,273
"274.R13",97,98,20,"R13",6,274
"275.R13",97,99,20,"R13",4,275
"276.R13",97,100,20,"R13",6,276
"273.R14",97,96,20,"R14",4,273
"274.R14",97,98,20,"R14",4,274
"275.R14",97,99,20,"R14",4,275
"276.R14",97,100,20,"R14",4,276
"273.R15",97,96,20,"R15",4,273
"274.R15",97,98,20,"R15",4,274
"275.R15",97,99,20,"R15",6,275
"276.R15",97,100,20,"R15",4,276
"273.R17rev",97,96,20,"R17rev",7,273
"274.R17rev",97,98,20,"R17rev",7,274
"275.R17rev",97,99,20,"R17rev",7,275
"276.R17rev",97,100,20,"R17rev",7,276
"277.R1",98,96,20,"R1",6,277
"278.R1",98,97,20,"R1",5,278
"279.R1",98,99,20,"R1",5,279
"280.R1",98,100,20,"R1",6,280
"277.R2rev",98,96,20,"R2rev",6,277
"278.R2rev",98,97,20,"R2rev",7,278
"279.R2rev",98,99,20,"R2rev",6,279
"280.R2rev",98,100,20,"R2rev",6,280
"277.R4",98,96,20,"R4",3,277
"278.R4",98,97,20,"R4",4,278
"279.R4",98,99,20,"R4",3,279
"280.R4",98,100,20,"R4",5,280
"277.R6rev",98,96,20,"R6rev",7,277
"278.R6rev",98,97,20,"R6rev",7,278
"279.R6rev",98,99,20,"R6rev",7,279
"280.R6rev",98,100,20,"R6rev",6,280
"277.R8",98,96,20,"R8",6,277
"278.R8",98,97,20,"R8",5,278
"279.R8",98,99,20,"R8",5,279
"280.R8",98,100,20,"R8",6,280
"277.R13",98,96,20,"R13",6,277
"278.R13",98,97,20,"R13",6,278
"279.R13",98,99,20,"R13",4,279
"280.R13",98,100,20,"R13",5,280
"277.R14",98,96,20,"R14",6,277
"278.R14",98,97,20,"R14",7,278
"279.R14",98,99,20,"R14",5,279
"280.R14",98,100,20,"R14",5,280
"277.R15",98,96,20,"R15",6,277
"278.R15",98,97,20,"R15",3,278
"279.R15",98,99,20,"R15",6,279
"280.R15",98,100,20,"R15",5,280
"277.R17rev",98,96,20,"R17rev",7,277
"278.R17rev",98,97,20,"R17rev",7,278
"279.R17rev",98,99,20,"R17rev",7,279
"280.R17rev",98,100,20,"R17rev",7,280
"281.R1",99,96,20,"R1",7,281
"282.R1",99,97,20,"R1",7,282
"283.R1",99,98,20,"R1",6,283
"284.R1",99,100,20,"R1",7,284
"281.R2rev",99,96,20,"R2rev",6,281
"282.R2rev",99,97,20,"R2rev",3,282
"283.R2rev",99,98,20,"R2rev",6,283
"284.R2rev",99,100,20,"R2rev",7,284
"281.R4",99,96,20,"R4",5,281
"282.R4",99,97,20,"R4",4,282
"283.R4",99,98,20,"R4",6,283
"284.R4",99,100,20,"R4",6,284
"281.R6rev",99,96,20,"R6rev",7,281
"282.R6rev",99,97,20,"R6rev",6,282
"283.R6rev",99,98,20,"R6rev",7,283
"284.R6rev",99,100,20,"R6rev",7,284
"281.R8",99,96,20,"R8",7,281
"282.R8",99,97,20,"R8",6,282
"283.R8",99,98,20,"R8",7,283
"284.R8",99,100,20,"R8",6,284
"281.R13",99,96,20,"R13",5,281
"282.R13",99,97,20,"R13",4,282
"283.R13",99,98,20,"R13",7,283
"284.R13",99,100,20,"R13",7,284
"281.R14",99,96,20,"R14",7,281
"282.R14",99,97,20,"R14",5,282
"283.R14",99,98,20,"R14",6,283
"284.R14",99,100,20,"R14",6,284
"281.R15",99,96,20,"R15",6,281
"282.R15",99,97,20,"R15",6,282
"283.R15",99,98,20,"R15",7,283
"284.R15",99,100,20,"R15",7,284
"281.R17rev",99,96,20,"R17rev",7,281
"282.R17rev",99,97,20,"R17rev",4,282
"283.R17rev",99,98,20,"R17rev",7,283
"284.R17rev",99,100,20,"R17rev",6,284
"285.R1",100,96,20,"R1",5,285
"286.R1",100,97,20,"R1",5,286
"287.R1",100,98,20,"R1",6,287
"288.R1",100,99,20,"R1",6,288
"285.R2rev",100,96,20,"R2rev",5,285
"286.R2rev",100,97,20,"R2rev",5,286
"287.R2rev",100,98,20,"R2rev",5,287
"288.R2rev",100,99,20,"R2rev",5,288
"285.R4",100,96,20,"R4",3,285
"286.R4",100,97,20,"R4",4,286
"287.R4",100,98,20,"R4",5,287
"288.R4",100,99,20,"R4",5,288
"285.R6rev",100,96,20,"R6rev",5,285
"286.R6rev",100,97,20,"R6rev",6,286
"287.R6rev",100,98,20,"R6rev",6,287
"288.R6rev",100,99,20,"R6rev",6,288
"285.R8",100,96,20,"R8",5,285
"286.R8",100,97,20,"R8",5,286
"287.R8",100,98,20,"R8",6,287
"288.R8",100,99,20,"R8",5,288
"285.R13",100,96,20,"R13",6,285
"286.R13",100,97,20,"R13",5,286
"287.R13",100,98,20,"R13",5,287
"288.R13",100,99,20,"R13",6,288
"285.R14",100,96,20,"R14",5,285
"286.R14",100,97,20,"R14",6,286
"287.R14",100,98,20,"R14",5,287
"288.R14",100,99,20,"R14",5,288
"285.R15",100,96,20,"R15",5,285
"286.R15",100,97,20,"R15",5,286
"287.R15",100,98,20,"R15",6,287
"288.R15",100,99,20,"R15",5,288
"285.R17rev",100,96,20,"R17rev",6,285
"286.R17rev",100,97,20,"R17rev",6,286
"287.R17rev",100,98,20,"R17rev",6,287
"288.R17rev",100,99,20,"R17rev",6,288
"289.R1",101,102,21,"R1",5,289
"290.R1",101,103,21,"R1",7,290
"291.R1",101,104,21,"R1",6,291
"292.R1",101,105,21,"R1",6,292
"289.R2rev",101,102,21,"R2rev",7,289
"290.R2rev",101,103,21,"R2rev",7,290
"291.R2rev",101,104,21,"R2rev",7,291
"292.R2rev",101,105,21,"R2rev",7,292
"289.R4",101,102,21,"R4",4,289
"290.R4",101,103,21,"R4",5,290
"291.R4",101,104,21,"R4",6,291
"292.R4",101,105,21,"R4",6,292
"289.R6rev",101,102,21,"R6rev",7,289
"290.R6rev",101,103,21,"R6rev",7,290
"291.R6rev",101,104,21,"R6rev",7,291
"292.R6rev",101,105,21,"R6rev",7,292
"289.R8",101,102,21,"R8",6,289
"290.R8",101,103,21,"R8",7,290
"291.R8",101,104,21,"R8",7,291
"292.R8",101,105,21,"R8",6,292
"289.R13",101,102,21,"R13",7,289
"290.R13",101,103,21,"R13",7,290
"291.R13",101,104,21,"R13",6,291
"292.R13",101,105,21,"R13",6,292
