"","rater_id","rated_ID","Group","presItem","prestigeRatings","id","Age","Sex","Score","OverConf","nominated","initInf","Liked","Inflntl","ScoreC","overconf","OverConfC","initLrn","raterId","ratedID","grpID","itemID"
"414.R4",133,134,27,"R4",3,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,7
"414.R6rev",133,134,27,"R6rev",7,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,8
"414.R8",133,134,27,"R8",5,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,9
"414.R13",133,134,27,"R13",5,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,2
"414.R14",133,134,27,"R14",5,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,3
"414.R15",133,134,27,"R15",5,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,4
"414.R17rev",133,134,27,"R17rev",6,414,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,37,38,18,5
"423.R1",135,134,27,"R1",6,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,1
"423.R2rev",135,134,27,"R2rev",6,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,6
"423.R4",135,134,27,"R4",5,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,7
"423.R6rev",135,134,27,"R6rev",6,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,8
"423.R8",135,134,27,"R8",5,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,9
"423.R13",135,134,27,"R13",5,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,2
"423.R14",135,134,27,"R14",5,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,3
"423.R15",135,134,27,"R15",4,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,4
"423.R17rev",135,134,27,"R17rev",7,423,48,0,36,24,1,0,0.75,0.736111111111111,7.16108786610879,64,-11.4497907949791,0,39,38,18,5
"407.R1",131,135,27,"R1",5,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,1
"407.R2rev",131,135,27,"R2rev",5,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,6
"407.R4",131,135,27,"R4",5,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,7
"407.R6rev",131,135,27,"R6rev",5,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,8
"407.R8",131,135,27,"R8",5,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,9
"407.R13",131,135,27,"R13",6,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,2
"407.R14",131,135,27,"R14",5,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,3
"407.R15",131,135,27,"R15",4,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,4
"407.R17rev",131,135,27,"R17rev",7,407,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,35,39,18,5
"411.R1",132,135,27,"R1",4,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,1
"411.R2rev",132,135,27,"R2rev",7,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,6
"411.R4",132,135,27,"R4",4,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,7
"411.R6rev",132,135,27,"R6rev",4,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,8
"411.R8",132,135,27,"R8",4,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,9
"411.R13",132,135,27,"R13",4,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,2
"411.R14",132,135,27,"R14",4,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,3
"411.R15",132,135,27,"R15",5,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,4
"411.R17rev",132,135,27,"R17rev",7,411,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,36,39,18,5
"415.R1",133,135,27,"R1",3,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,1
"415.R2rev",133,135,27,"R2rev",6,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,6
"415.R4",133,135,27,"R4",3,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,7
"415.R6rev",133,135,27,"R6rev",7,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,8
"415.R8",133,135,27,"R8",3,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,9
"415.R13",133,135,27,"R13",2,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,2
"415.R14",133,135,27,"R14",3,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,3
"415.R15",133,135,27,"R15",3,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,4
"415.R17rev",133,135,27,"R17rev",7,415,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,37,39,18,5
"419.R1",134,135,27,"R1",2,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,1
"419.R2rev",134,135,27,"R2rev",2,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,6
"419.R4",134,135,27,"R4",3,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,7
"419.R6rev",134,135,27,"R6rev",3,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,8
"419.R8",134,135,27,"R8",2,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,9
"419.R13",134,135,27,"R13",5,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,2
"419.R14",134,135,27,"R14",5,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,3
"419.R15",134,135,27,"R15",4,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,4
"419.R17rev",134,135,27,"R17rev",4,419,32,1,34,34,0,0,0.708333333333333,0.319444444444444,5.16108786610879,74,-1.44979079497908,0,38,39,18,5
"427.R1",137,136,28,"R1",6,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,1
"427.R2rev",137,136,28,"R2rev",3,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,6
"427.R4",137,136,28,"R4",4,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,7
"427.R6rev",137,136,28,"R6rev",6,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,8
"427.R8",137,136,28,"R8",3,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,9
"427.R13",137,136,28,"R13",5,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,2
"427.R14",137,136,28,"R14",6,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,3
"427.R15",137,136,28,"R15",6,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,4
"427.R17rev",137,136,28,"R17rev",7,427,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,41,40,19,5
"429.R1",138,136,28,"R1",6,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,1
"429.R2rev",138,136,28,"R2rev",6,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,6
"429.R4",138,136,28,"R4",3,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,7
"429.R6rev",138,136,28,"R6rev",6,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,8
"429.R8",138,136,28,"R8",6,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,9
"429.R13",138,136,28,"R13",5,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,2
"429.R14",138,136,28,"R14",5,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,3
"429.R15",138,136,28,"R15",5,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,4
"429.R17rev",138,136,28,"R17rev",6,429,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,42,40,19,5
"433.R1",139,136,28,"R1",7,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,1
"433.R2rev",139,136,28,"R2rev",4,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,6
"433.R4",139,136,28,"R4",3,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,7
"433.R6rev",139,136,28,"R6rev",7,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,8
"433.R8",139,136,28,"R8",7,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,9
"433.R13",139,136,28,"R13",4,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,2
"433.R14",139,136,28,"R14",5,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,3
"433.R15",139,136,28,"R15",5,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,4
"433.R17rev",139,136,28,"R17rev",7,433,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,43,40,19,5
"437.R1",140,136,28,"R1",6,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,1
"437.R2rev",140,136,28,"R2rev",7,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,6
"437.R4",140,136,28,"R4",4,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,7
"437.R6rev",140,136,28,"R6rev",6,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,8
"437.R8",140,136,28,"R8",6,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,9
"437.R13",140,136,28,"R13",6,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,2
"437.R14",140,136,28,"R14",6,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,3
"437.R15",140,136,28,"R15",7,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,4
"437.R17rev",140,136,28,"R17rev",7,437,62,0,32,44,0,0,0.895833333333333,0.486111111111111,3.16108786610879,84,8.55020920502092,0,45,40,19,5
"430.R1",138,137,28,"R1",4,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,1
"430.R2rev",138,137,28,"R2rev",4,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,6
"430.R4",138,137,28,"R4",4,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,7
"430.R6rev",138,137,28,"R6rev",4,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,8
"430.R8",138,137,28,"R8",4,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,9
"430.R13",138,137,28,"R13",2,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,2
"430.R14",138,137,28,"R14",3,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,3
"430.R15",138,137,28,"R15",1,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,4
"430.R17rev",138,137,28,"R17rev",6,430,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,42,41,19,5
"434.R1",139,137,28,"R1",7,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,1
"434.R2rev",139,137,28,"R2rev",4,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,6
"434.R4",139,137,28,"R4",3,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,7
"434.R6rev",139,137,28,"R6rev",7,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,8
"434.R8",139,137,28,"R8",7,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,9
"434.R13",139,137,28,"R13",5,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,2
"434.R14",139,137,28,"R14",4,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,3
"434.R15",139,137,28,"R15",4,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,4
"434.R17rev",139,137,28,"R17rev",7,434,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,43,41,19,5
"438.R1",140,137,28,"R1",3,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,1
"438.R2rev",140,137,28,"R2rev",7,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,6
"438.R4",140,137,28,"R4",4,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,7
"438.R6rev",140,137,28,"R6rev",7,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,8
"438.R8",140,137,28,"R8",5,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,9
"438.R13",140,137,28,"R13",3,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,2
"438.R14",140,137,28,"R14",3,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,3
"438.R15",140,137,28,"R15",4,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,4
"438.R17rev",140,137,28,"R17rev",1,438,69,0,31,39,0,0,0.75,0.462962962962963,2.16108786610879,79,3.55020920502092,0,45,41,19,5
"424.R1",136,138,28,"R1",5,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,1
"424.R2rev",136,138,28,"R2rev",6,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,6
"424.R4",136,138,28,"R4",5,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,7
"424.R6rev",136,138,28,"R6rev",7,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,8
"424.R8",136,138,28,"R8",6,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,9
"424.R13",136,138,28,"R13",7,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,2
"424.R14",136,138,28,"R14",6,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,3
"424.R15",136,138,28,"R15",6,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,4
"424.R17rev",136,138,28,"R17rev",7,424,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,40,42,19,5
"428.R1",137,138,28,"R1",6,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,1
"428.R2rev",137,138,28,"R2rev",7,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,6
"428.R4",137,138,28,"R4",4,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,7
"428.R6rev",137,138,28,"R6rev",7,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,8
"428.R8",137,138,28,"R8",6,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,9
"428.R13",137,138,28,"R13",6,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,2
"428.R14",137,138,28,"R14",6,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,3
"428.R15",137,138,28,"R15",6,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,4
"428.R17rev",137,138,28,"R17rev",7,428,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,41,42,19,5
"435.R1",139,138,28,"R1",7,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,1
"435.R2rev",139,138,28,"R2rev",4,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,6
"435.R4",139,138,28,"R4",3,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,7
"435.R6rev",139,138,28,"R6rev",7,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,8
"435.R8",139,138,28,"R8",7,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,9
"435.R13",139,138,28,"R13",5,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,2
"435.R14",139,138,28,"R14",7,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,3
"435.R15",139,138,28,"R15",4,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,4
"435.R17rev",139,138,28,"R17rev",7,435,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,43,42,19,5
"439.R1",140,138,28,"R1",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,1
"439.R2rev",140,138,28,"R2rev",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,6
"439.R4",140,138,28,"R4",6,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,7
"439.R6rev",140,138,28,"R6rev",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,8
"439.R8",140,138,28,"R8",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,9
"439.R13",140,138,28,"R13",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,2
"439.R14",140,138,28,"R14",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,3
"439.R15",140,138,28,"R15",7,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,4
"439.R17rev",140,138,28,"R17rev",6,439,35,0,37,32,1,0,0.9375,0.861111111111111,8.16108786610879,72,-3.44979079497908,0,45,42,19,5
"425.R1",136,139,28,"R1",5,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,1
"425.R2rev",136,139,28,"R2rev",6,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,6
"425.R4",136,139,28,"R4",4,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,7
"425.R6rev",136,139,28,"R6rev",6,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,8
"425.R8",136,139,28,"R8",5,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,9
"425.R13",136,139,28,"R13",6,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,2
"425.R14",136,139,28,"R14",6,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,3
"425.R15",136,139,28,"R15",6,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,4
"425.R17rev",136,139,28,"R17rev",7,425,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,40,43,19,5
"431.R1",138,139,28,"R1",5,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,1
"431.R2rev",138,139,28,"R2rev",3,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,6
"431.R4",138,139,28,"R4",2,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,7
"431.R6rev",138,139,28,"R6rev",5,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,8
"431.R8",138,139,28,"R8",4,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,9
"431.R13",138,139,28,"R13",4,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,2
"431.R14",138,139,28,"R14",4,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,3
"431.R15",138,139,28,"R15",3,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,4
"431.R17rev",138,139,28,"R17rev",6,431,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,42,43,19,5
"440.R1",140,139,28,"R1",6,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,1
"440.R2rev",140,139,28,"R2rev",7,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,6
"440.R4",140,139,28,"R4",4,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,7
"440.R6rev",140,139,28,"R6rev",6,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,8
"440.R8",140,139,28,"R8",6,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,9
"440.R13",140,139,28,"R13",6,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,2
"440.R14",140,139,28,"R14",6,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,3
"440.R15",140,139,28,"R15",5,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,4
"440.R17rev",140,139,28,"R17rev",7,440,52,0,31,41,0,0,0.861111111111111,0.592592592592593,2.16108786610879,81,5.55020920502092,0,45,43,19,5
"445.R1",142,141,29,"R1",6,445,35,1,33,32,0,0,0.916666666666667,0.5,4.16108786610879,72,-3.44979079497908,0,47,45,20,1
"445.R2rev",142,141,29,"R2rev",6,445,35,1,33,32,0,0,0.916666666666667,0.5,4.16108786610879,72,-3.44979079497908,0,47,45,20,6
"445.R4",142,141,29,"R4",5,445,35,1,33,32,0,0,0.916666666666667,0.5,4.16108786610879,72,-3.44979079497908,0,47,45,20,7
"445.R6rev",142,141,29,"R6rev",7,445,35,1,33,32,0,0,0.916666666666667,0.5,4.16108786610879,72,-3.44979079497908,0,47,45,20,8
