"","rater_id","rated_ID","Group","domItem","dominanceRatings","id"
"11.R10rev",8,9,2,"R10rev",2,11
"12.R10rev",8,10,2,"R10rev",2,12
"13.R10rev",9,6,2,"R10rev",5,13
"14.R10rev",9,7,2,"R10rev",5,14
"15.R10rev",9,8,2,"R10rev",6,15
"16.R10rev",9,10,2,"R10rev",6,16
"17.R10rev",10,6,2,"R10rev",7,17
"18.R10rev",10,7,2,"R10rev",6,18
"19.R10rev",10,8,2,"R10rev",2,19
"20.R10rev",10,9,2,"R10rev",2,20
"21.R10rev",11,12,3,"R10rev",6,21
"22.R10rev",11,13,3,"R10rev",5,22
"23.R10rev",11,14,3,"R10rev",6,23
"24.R10rev",11,15,3,"R10rev",6,24
"25.R10rev",12,11,3,"R10rev",2,25
"26.R10rev",12,13,3,"R10rev",7,26
"27.R10rev",12,14,3,"R10rev",7,27
"28.R10rev",12,15,3,"R10rev",7,28
"29.R10rev",13,11,3,"R10rev",1,29
"30.R10rev",13,12,3,"R10rev",3,30
"31.R10rev",13,14,3,"R10rev",5,31
"32.R10rev",13,15,3,"R10rev",7,32
"33.R10rev",14,11,3,"R10rev",7,33
"34.R10rev",14,12,3,"R10rev",3,34
"35.R10rev",14,13,3,"R10rev",4,35
"36.R10rev",14,15,3,"R10rev",4,36
"37.R10rev",15,11,3,"R10rev",2,37
"38.R10rev",15,12,3,"R10rev",2,38
"39.R10rev",15,13,3,"R10rev",4,39
"40.R10rev",15,14,3,"R10rev",5,40
"41.R10rev",16,17,4,"R10rev",4,41
"42.R10rev",16,18,4,"R10rev",4,42
"43.R10rev",16,19,4,"R10rev",6,43
"44.R10rev",16,20,4,"R10rev",7,44
"45.R10rev",17,16,4,"R10rev",7,45
"46.R10rev",17,18,4,"R10rev",5,46
"47.R10rev",17,19,4,"R10rev",6,47
"48.R10rev",17,20,4,"R10rev",6,48
"49.R10rev",18,16,4,"R10rev",2,49
"50.R10rev",18,17,4,"R10rev",3,50
"51.R10rev",18,19,4,"R10rev",2,51
"52.R10rev",18,20,4,"R10rev",3,52
"53.R10rev",20,16,4,"R10rev",5,53
"54.R10rev",20,17,4,"R10rev",3,54
"55.R10rev",20,18,4,"R10rev",5,55
"56.R10rev",20,19,4,"R10rev",4,56
"57.R10rev",21,22,5,"R10rev",4,57
"58.R10rev",21,23,5,"R10rev",2,58
"59.R10rev",21,24,5,"R10rev",4,59
"60.R10rev",21,25,5,"R10rev",3,60
"61.R10rev",22,21,5,"R10rev",6,61
"62.R10rev",22,23,5,"R10rev",7,62
"63.R10rev",22,24,5,"R10rev",2,63
"64.R10rev",23,21,5,"R10rev",5,64
"65.R10rev",23,22,5,"R10rev",6,65
"66.R10rev",23,24,5,"R10rev",5,66
"67.R10rev",23,25,5,"R10rev",5,67
"68.R10rev",24,22,5,"R10rev",7,68
"69.R10rev",24,23,5,"R10rev",6,69
"70.R10rev",24,25,5,"R10rev",7,70
"71.R10rev",25,21,5,"R10rev",7,71
"72.R10rev",25,22,5,"R10rev",2,72
"73.R10rev",25,23,5,"R10rev",2,73
"74.R10rev",25,24,5,"R10rev",3,74
"75.R10rev",26,28,6,"R10rev",4,75
"76.R10rev",26,29,6,"R10rev",3,76
"77.R10rev",26,30,6,"R10rev",3,77
"78.R10rev",28,26,6,"R10rev",3,78
"79.R10rev",28,27,6,"R10rev",6,79
"80.R10rev",28,29,6,"R10rev",4,80
"81.R10rev",28,30,6,"R10rev",5,81
"82.R10rev",29,26,6,"R10rev",2,82
"83.R10rev",29,27,6,"R10rev",4,83
"84.R10rev",29,28,6,"R10rev",1,84
"85.R10rev",29,30,6,"R10rev",2,85
"86.R10rev",32,31,7,"R10rev",5,86
"87.R10rev",32,33,7,"R10rev",6,87
"88.R10rev",32,34,7,"R10rev",1,88
"89.R10rev",32,35,7,"R10rev",4,89
"90.R10rev",33,31,7,"R10rev",5,90
"91.R10rev",33,34,7,"R10rev",3,91
"92.R10rev",33,35,7,"R10rev",6,92
"93.R10rev",34,31,7,"R10rev",1,93
"94.R10rev",34,32,7,"R10rev",7,94
"95.R10rev",34,33,7,"R10rev",5,95
"96.R10rev",34,35,7,"R10rev",7,96
"97.R10rev",35,31,7,"R10rev",7,97
"98.R10rev",35,32,7,"R10rev",5,98
"99.R10rev",35,33,7,"R10rev",4,99
"100.R10rev",35,34,7,"R10rev",4,100
"101.R10rev",36,37,8,"R10rev",6,101
"102.R10rev",36,38,8,"R10rev",2,102
"103.R10rev",36,39,8,"R10rev",4,103
"104.R10rev",36,40,8,"R10rev",6,104
"105.R10rev",37,36,8,"R10rev",5,105
"106.R10rev",37,38,8,"R10rev",6,106
"107.R10rev",37,39,8,"R10rev",6,107
"108.R10rev",37,40,8,"R10rev",4,108
"109.R10rev",38,36,8,"R10rev",4,109
"110.R10rev",38,37,8,"R10rev",6,110
"111.R10rev",38,39,8,"R10rev",4,111
"112.R10rev",38,40,8,"R10rev",5,112
"113.R10rev",39,36,8,"R10rev",6,113
"114.R10rev",39,37,8,"R10rev",2,114
"115.R10rev",39,38,8,"R10rev",3,115
"116.R10rev",39,40,8,"R10rev",3,116
"117.R10rev",40,36,8,"R10rev",2,117
"118.R10rev",40,37,8,"R10rev",3,118
"119.R10rev",40,38,8,"R10rev",1,119
"120.R10rev",40,39,8,"R10rev",4,120
"121.R10rev",41,42,9,"R10rev",2,121
"122.R10rev",41,43,9,"R10rev",5,122
"123.R10rev",41,44,9,"R10rev",4,123
"124.R10rev",41,45,9,"R10rev",1,124
"125.R10rev",42,41,9,"R10rev",4,125
"126.R10rev",42,43,9,"R10rev",4,126
"127.R10rev",42,44,9,"R10rev",4,127
"128.R10rev",42,45,9,"R10rev",4,128
"129.R10rev",43,42,9,"R10rev",6,129
"130.R10rev",43,44,9,"R10rev",3,130
"131.R10rev",43,45,9,"R10rev",4,131
"132.R10rev",44,41,9,"R10rev",5,132
"133.R10rev",44,42,9,"R10rev",3,133
"134.R10rev",44,43,9,"R10rev",7,134
"135.R10rev",44,45,9,"R10rev",5,135
"136.R10rev",45,41,9,"R10rev",4,136
"137.R10rev",45,43,9,"R10rev",6,137
"138.R10rev",45,44,9,"R10rev",3,138
"139.R10rev",46,50,10,"R10rev",2,139
"140.R10rev",47,46,10,"R10rev",5,140
"141.R10rev",47,48,10,"R10rev",4,141
"142.R10rev",47,49,10,"R10rev",6,142
"143.R10rev",47,50,10,"R10rev",4,143
"144.R10rev",48,46,10,"R10rev",7,144
"145.R10rev",48,47,10,"R10rev",1,145
"146.R10rev",48,49,10,"R10rev",7,146
"147.R10rev",48,50,10,"R10rev",1,147
"148.R10rev",49,50,10,"R10rev",4,148
"149.R10rev",56,57,12,"R10rev",7,149
"150.R10rev",56,58,12,"R10rev",6,150
"151.R10rev",56,59,12,"R10rev",7,151
"152.R10rev",56,60,12,"R10rev",6,152
"153.R10rev",57,56,12,"R10rev",6,153
"154.R10rev",57,58,12,"R10rev",2,154
"155.R10rev",57,59,12,"R10rev",5,155
"156.R10rev",57,60,12,"R10rev",6,156
"157.R10rev",58,56,12,"R10rev",7,157
"158.R10rev",58,57,12,"R10rev",7,158
"159.R10rev",58,59,12,"R10rev",7,159
"160.R10rev",58,60,12,"R10rev",4,160
"161.R10rev",59,56,12,"R10rev",3,161
"162.R10rev",59,57,12,"R10rev",2,162
"163.R10rev",59,58,12,"R10rev",6,163
"164.R10rev",59,60,12,"R10rev",5,164
"165.R10rev",60,56,12,"R10rev",3,165
"166.R10rev",60,57,12,"R10rev",5,166
"167.R10rev",60,58,12,"R10rev",2,167
"168.R10rev",60,59,12,"R10rev",4,168
"169.R10rev",61,62,13,"R10rev",5,169
"170.R10rev",61,63,13,"R10rev",6,170
"171.R10rev",61,64,13,"R10rev",5,171
"172.R10rev",61,65,13,"R10rev",5,172
"173.R10rev",62,61,13,"R10rev",2,173
"174.R10rev",62,63,13,"R10rev",1,174
"175.R10rev",62,64,13,"R10rev",5,175
"176.R10rev",62,65,13,"R10rev",2,176
"177.R10rev",63,61,13,"R10rev",4,177
"178.R10rev",63,62,13,"R10rev",3,178
"179.R10rev",64,61,13,"R10rev",2,179
"180.R10rev",64,62,13,"R10rev",7,180
"181.R10rev",64,63,13,"R10rev",1,181
"182.R10rev",64,65,13,"R10rev",3,182
"183.R10rev",65,61,13,"R10rev",3,183
"184.R10rev",65,62,13,"R10rev",4,184
"185.R10rev",65,63,13,"R10rev",3,185
"186.R10rev",65,64,13,"R10rev",6,186
"187.R10rev",66,67,14,"R10rev",7,187
"188.R10rev",69,67,14,"R10rev",4,188
"189.R10rev",69,70,14,"R10rev",6,189
"190.R10rev",70,66,14,"R10rev",7,190
"191.R10rev",70,67,14,"R10rev",2,191
"192.R10rev",70,68,14,"R10rev",7,192
"193.R10rev",70,69,14,"R10rev",4,193
"194.R10rev",71,72,15,"R10rev",3,194
"195.R10rev",71,74,15,"R10rev",3,195
"196.R10rev",71,75,15,"R10rev",3,196
"197.R10rev",72,71,15,"R10rev",1,197
"198.R10rev",72,73,15,"R10rev",2,198
"199.R10rev",72,74,15,"R10rev",2,199
"200.R10rev",72,75,15,"R10rev",6,200
"201.R10rev",73,71,15,"R10rev",1,201
"202.R10rev",73,72,15,"R10rev",7,202
"203.R10rev",74,72,15,"R10rev",6,203
"204.R10rev",74,73,15,"R10rev",5,204
"205.R10rev",74,75,15,"R10rev",6,205
"206.R10rev",75,72,15,"R10rev",3,206
"207.R10rev",75,73,15,"R10rev",4,207
"208.R10rev",75,74,15,"R10rev",2,208
"209.R10rev",77,76,16,"R10rev",1,209
"210.R10rev",77,78,16,"R10rev",2,210
"211.R10rev",77,79,16,"R10rev",1,211
"212.R10rev",77,80,16,"R10rev",4,212
"213.R10rev",78,76,16,"R10rev",7,213
"214.R10rev",78,77,16,"R10rev",5,214
"215.R10rev",78,79,16,"R10rev",1,215
"216.R10rev",78,80,16,"R10rev",7,216
"217.R10rev",79,76,16,"R10rev",5,217
"218.R10rev",79,77,16,"R10rev",5,218
"219.R10rev",79,78,16,"R10rev",4,219
"220.R10rev",79,80,16,"R10rev",5,220
"221.R10rev",80,76,16,"R10rev",3,221
"222.R10rev",80,77,16,"R10rev",1,222
"223.R10rev",80,78,16,"R10rev",4,223
"224.R10rev",80,79,16,"R10rev",1,224
"225.R10rev",81,82,17,"R10rev",6,225
"226.R10rev",81,83,17,"R10rev",1,226
"227.R10rev",81,84,17,"R10rev",5,227
"228.R10rev",81,85,17,"R10rev",7,228
"229.R10rev",82,81,17,"R10rev",7,229
"230.R10rev",82,83,17,"R10rev",6,230
"231.R10rev",82,84,17,"R10rev",3,231
"232.R10rev",82,85,17,"R10rev",6,232
"233.R10rev",83,81,17,"R10rev",1,233
"234.R10rev",83,82,17,"R10rev",2,234
"235.R10rev",83,84,17,"R10rev",1,235
"236.R10rev",83,85,17,"R10rev",5,236
"237.R10rev",84,81,17,"R10rev",6,237
"238.R10rev",84,82,17,"R10rev",6,238
"239.R10rev",84,83,17,"R10rev",2,239
"240.R10rev",84,85,17,"R10rev",7,240
"241.R10rev",85,81,17,"R10rev",2,241
"242.R10rev",85,82,17,"R10rev",5,242
"243.R10rev",85,83,17,"R10rev",2,243
"244.R10rev",85,84,17,"R10rev",3,244
"245.R10rev",86,87,18,"R10rev",5,245
"246.R10rev",86,88,18,"R10rev",5,246
"247.R10rev",86,89,18,"R10rev",2,247
"248.R10rev",86,90,18,"R10rev",2,248
"249.R10rev",89,86,18,"R10rev",7,249
"250.R10rev",89,87,18,"R10rev",7,250
"251.R10rev",89,88,18,"R10rev",7,251
"252.R10rev",89,90,18,"R10rev",1,252
"253.R10rev",91,92,19,"R10rev",3,253
"254.R10rev",91,93,19,"R10rev",4,254
"255.R10rev",91,94,19,"R10rev",1,255
"256.R10rev",91,95,19,"R10rev",2,256
"257.R10rev",92,91,19,"R10rev",2,257
"258.R10rev",92,93,19,"R10rev",2,258
"259.R10rev",92,94,19,"R10rev",2,259
"260.R10rev",92,95,19,"R10rev",6,260
"261.R10rev",93,91,19,"R10rev",1,261
"262.R10rev",93,92,19,"R10rev",4,262
"263.R10rev",93,94,19,"R10rev",2,263
"264.R10rev",93,95,19,"R10rev",2,264
"265.R10rev",95,91,19,"R10rev",1,265
"266.R10rev",95,92,19,"R10rev",6,266
"267.R10rev",95,93,19,"R10rev",6,267
"268.R10rev",95,94,19,"R10rev",2,268
"269.R10rev",96,97,20,"R10rev",6,269
"270.R10rev",96,98,20,"R10rev",6,270
"271.R10rev",96,99,20,"R10rev",2,271
"272.R10rev",96,100,20,"R10rev",4,272
"273.R10rev",97,96,20,"R10rev",7,273
"274.R10rev",97,98,20,"R10rev",7,274
"275.R10rev",97,99,20,"R10rev",6,275
"276.R10rev",97,100,20,"R10rev",3,276
"277.R10rev",98,96,20,"R10rev",4,277
"278.R10rev",98,97,20,"R10rev",4,278
"279.R10rev",98,99,20,"R10rev",6,279
"280.R10rev",98,100,20,"R10rev",4,280
"281.R10rev",99,96,20,"R10rev",6,281
"282.R10rev",99,97,20,"R10rev",6,282
"283.R10rev",99,98,20,"R10rev",4,283
"284.R10rev",99,100,20,"R10rev",4,284
"285.R10rev",100,96,20,"R10rev",6,285
"286.R10rev",100,97,20,"R10rev",4,286
"287.R10rev",100,98,20,"R10rev",4,287
"288.R10rev",100,99,20,"R10rev",5,288
"289.R10rev",101,102,21,"R10rev",2,289
"290.R10rev",101,103,21,"R10rev",1,290
"291.R10rev",101,104,21,"R10rev",1,291
"292.R10rev",101,105,21,"R10rev",2,292
"293.R10rev",102,101,21,"R10rev",6,293
"294.R10rev",102,103,21,"R10rev",3,294
"295.R10rev",102,104,21,"R10rev",2,295
"296.R10rev",102,105,21,"R10rev",5,296
"297.R10rev",103,101,21,"R10rev",3,297
"298.R10rev",103,102,21,"R10rev",5,298
"299.R10rev",103,104,21,"R10rev",2,299
"300.R10rev",103,105,21,"R10rev",4,300
"301.R10rev",104,101,21,"R10rev",1,301
"302.R10rev",104,102,21,"R10rev",6,302
"303.R10rev",104,103,21,"R10rev",7,303
"304.R10rev",104,105,21,"R10rev",7,304
"305.R10rev",105,101,21,"R10rev",4,305
"306.R10rev",105,102,21,"R10rev",6,306
"307.R10rev",105,103,21,"R10rev",5,307
"308.R10rev",105,104,21,"R10rev",4,308
"309.R10rev",106,107,22,"R10rev",1,309
"310.R10rev",106,108,22,"R10rev",5,310
"311.R10rev",106,109,22,"R10rev",5,311
"312.R10rev",106,110,22,"R10rev",4,312
"313.R10rev",107,106,22,"R10rev",1,313
"314.R10rev",107,108,22,"R10rev",4,314
"315.R10rev",107,109,22,"R10rev",4,315
"316.R10rev",107,110,22,"R10rev",6,316
"317.R10rev",108,106,22,"R10rev",1,317
"318.R10rev",108,107,22,"R10rev",3,318
"319.R10rev",108,109,22,"R10rev",7,319
"320.R10rev",108,110,22,"R10rev",6,320
"321.R10rev",109,106,22,"R10rev",1,321
"322.R10rev",109,107,22,"R10rev",5,322
"323.R10rev",109,108,22,"R10rev",1,323
"324.R10rev",109,110,22,"R10rev",3,324
"325.R10rev",110,106,22,"R10rev",1,325
"326.R10rev",110,107,22,"R10rev",6,326
"327.R10rev",110,109,22,"R10rev",6,327
"328.R10rev",110,108,22,"R10rev",1,328
"329.R10rev",112,111,23,"R10rev",5,329
"330.R10rev",112,113,23,"R10rev",2,330
"331.R10rev",112,114,23,"R10rev",4,331
"332.R10rev",112,115,23,"R10rev",5,332
"333.R10rev",113,111,23,"R10rev",1,333
"334.R10rev",113,112,23,"R10rev",1,334
"335.R10rev",113,114,23,"R10rev",1,335
"336.R10rev",113,115,23,"R10rev",1,336
"337.R10rev",114,111,23,"R10rev",6,337
"338.R10rev",114,112,23,"R10rev",1,338
"339.R10rev",114,113,23,"R10rev",2,339
"340.R10rev",114,115,23,"R10rev",4,340
"341.R10rev",115,111,23,"R10rev",6,341
"342.R10rev",115,112,23,"R10rev",1,342
"343.R10rev",115,113,23,"R10rev",4,343
"344.R10rev",115,114,23,"R10rev",5,344
"345.R10rev",116,117,24,"R10rev",1,345
"346.R10rev",116,118,24,"R10rev",7,346
"347.R10rev",116,119,24,"R10rev",7,347
"348.R10rev",116,120,24,"R10rev",7,348
"349.R10rev",117,116,24,"R10rev",1,349
"350.R10rev",117,118,24,"R10rev",1,350
"351.R10rev",117,119,24,"R10rev",7,351
"352.R10rev",117,120,24,"R10rev",1,352
"353.R10rev",118,116,24,"R10rev",4,353
"354.R10rev",118,117,24,"R10rev",2,354
"355.R10rev",118,119,24,"R10rev",4,355
"356.R10rev",118,120,24,"R10rev",2,356
"357.R10rev",119,116,24,"R10rev",6,357
"358.R10rev",119,117,24,"R10rev",3,358
"359.R10rev",119,118,24,"R10rev",5,359
"360.R10rev",119,120,24,"R10rev",4,360
"361.R10rev",120,117,24,"R10rev",2,361
"362.R10rev",120,118,24,"R10rev",3,362
"363.R10rev",120,119,24,"R10rev",4,363
"364.R10rev",121,122,25,"R10rev",1,364
"365.R10rev",121,123,25,"R10rev",5,365
"366.R10rev",121,124,25,"R10rev",5,366
"367.R10rev",121,125,25,"R10rev",1,367
"368.R10rev",122,121,25,"R10rev",2,368
"369.R10rev",122,123,25,"R10rev",1,369
"370.R10rev",122,124,25,"R10rev",5,370
"371.R10rev",122,125,25,"R10rev",1,371
"372.R10rev",123,121,25,"R10rev",2,372
"373.R10rev",123,122,25,"R10rev",1,373
"374.R10rev",123,124,25,"R10rev",5,374
"375.R10rev",123,125,25,"R10rev",6,375
"376.R10rev",124,121,25,"R10rev",5,376
"377.R10rev",124,122,25,"R10rev",7,377
"378.R10rev",124,123,25,"R10rev",6,378
"379.R10rev",124,125,25,"R10rev",2,379
"380.R10rev",125,121,25,"R10rev",1,380
"381.R10rev",125,122,25,"R10rev",1,381
"382.R10rev",125,123,25,"R10rev",1,382
"383.R10rev",125,124,25,"R10rev",7,383
"384.R10rev",126,127,26,"R10rev",2,384
"385.R10rev",126,128,26,"R10rev",1,385
"386.R10rev",126,129,26,"R10rev",1,386
"387.R10rev",126,130,26,"R10rev",1,387
"388.R10rev",127,126,26,"R10rev",5,388
"389.R10rev",127,128,26,"R10rev",4,389
"390.R10rev",127,129,26,"R10rev",6,390
"391.R10rev",127,130,26,"R10rev",2,391
"392.R10rev",128,126,26,"R10rev",6,392
"393.R10rev",128,127,26,"R10rev",1,393
"394.R10rev",128,129,26,"R10rev",5,394
"395.R10rev",128,130,26,"R10rev",4,395
"396.R10rev",129,126,26,"R10rev",2,396
"397.R10rev",129,127,26,"R10rev",1,397
"398.R10rev",129,128,26,"R10rev",1,398
"399.R10rev",129,130,26,"R10rev",2,399
"400.R10rev",130,126,26,"R10rev",4,400
"401.R10rev",130,127,26,"R10rev",4,401
"402.R10rev",130,128,26,"R10rev",1,402
"403.R10rev",130,129,26,"R10rev",5,403
"404.R10rev",131,132,27,"R10rev",2,404
"405.R10rev",131,133,27,"R10rev",3,405
"406.R10rev",131,134,27,"R10rev",5,406
"407.R10rev",131,135,27,"R10rev",3,407
"408.R10rev",132,131,27,"R10rev",4,408
"409.R10rev",132,133,27,"R10rev",5,409
"410.R10rev",132,134,27,"R10rev",4,410
"411.R10rev",132,135,27,"R10rev",2,411
"412.R10rev",133,131,27,"R10rev",6,412
"413.R10rev",133,132,27,"R10rev",3,413
"414.R10rev",133,134,27,"R10rev",7,414
"415.R10rev",133,135,27,"R10rev",4,415
"416.R10rev",134,131,27,"R10rev",3,416
"417.R10rev",134,132,27,"R10rev",5,417
"418.R10rev",134,133,27,"R10rev",5,418
"419.R10rev",134,135,27,"R10rev",1,419
"420.R10rev",135,131,27,"R10rev",1,420
"421.R10rev",135,132,27,"R10rev",3,421
"422.R10rev",135,133,27,"R10rev",5,422
"423.R10rev",135,134,27,"R10rev",2,423
"424.R10rev",136,138,28,"R10rev",2,424
"425.R10rev",136,139,28,"R10rev",2,425
"426.R10rev",136,140,28,"R10rev",6,426
"427.R10rev",137,136,28,"R10rev",6,427
"428.R10rev",137,138,28,"R10rev",3,428
"429.R10rev",138,136,28,"R10rev",3,429
"430.R10rev",138,137,28,"R10rev",3,430
"431.R10rev",138,139,28,"R10rev",5,431
"432.R10rev",138,140,28,"R10rev",5,432
"433.R10rev",139,136,28,"R10rev",1,433
"434.R10rev",139,137,28,"R10rev",7,434
"435.R10rev",139,138,28,"R10rev",6,435
"436.R10rev",139,140,28,"R10rev",6,436
"437.R10rev",140,136,28,"R10rev",5,437
"438.R10rev",140,137,28,"R10rev",2,438
"439.R10rev",140,138,28,"R10rev",3,439
"440.R10rev",140,139,28,"R10rev",6,440
"441.R10rev",141,142,29,"R10rev",4,441
"442.R10rev",141,143,29,"R10rev",4,442
"443.R10rev",141,144,29,"R10rev",1,443
"444.R10rev",141,145,29,"R10rev",2,444
"445.R10rev",142,141,29,"R10rev",4,445
"446.R10rev",142,143,29,"R10rev",4,446
"447.R10rev",142,144,29,"R10rev",1,447
"448.R10rev",142,145,29,"R10rev",1,448
"449.R10rev",143,141,29,"R10rev",6,449
"450.R10rev",143,142,29,"R10rev",4,450
"451.R10rev",143,144,29,"R10rev",7,451
"452.R10rev",143,145,29,"R10rev",1,452
"453.R10rev",144,141,29,"R10rev",2,453
"454.R10rev",144,142,29,"R10rev",4,454
"455.R10rev",144,143,29,"R10rev",5,455
"456.R10rev",144,145,29,"R10rev",1,456
"457.R10rev",145,141,29,"R10rev",3,457
"458.R10rev",145,142,29,"R10rev",3,458
"459.R10rev",145,143,29,"R10rev",3,459
"460.R10rev",145,144,29,"R10rev",4,460
"461.R10rev",146,147,30,"R10rev",4,461
"462.R10rev",146,148,30,"R10rev",5,462
"463.R10rev",146,149,30,"R10rev",2,463
"464.R10rev",146,150,30,"R10rev",3,464
"465.R10rev",147,146,30,"R10rev",4,465
"466.R10rev",147,148,30,"R10rev",5,466
"467.R10rev",147,149,30,"R10rev",1,467
"468.R10rev",147,150,30,"R10rev",7,468
"469.R10rev",148,146,30,"R10rev",7,469
"470.R10rev",148,147,30,"R10rev",4,470
"471.R10rev",148,149,30,"R10rev",3,471
"472.R10rev",148,150,30,"R10rev",6,472
"473.R10rev",149,146,30,"R10rev",5,473
"474.R10rev",149,147,30,"R10rev",4,474
"475.R10rev",149,148,30,"R10rev",3,475
"476.R10rev",149,150,30,"R10rev",2,476
"477.R10rev",150,146,30,"R10rev",3,477
"478.R10rev",150,147,30,"R10rev",6,478
"479.R10rev",150,148,30,"R10rev",3,479
"480.R10rev",150,149,30,"R10rev",1,480
"481.R10rev",151,152,31,"R10rev",5,481
"482.R10rev",151,153,31,"R10rev",6,482
"483.R10rev",151,154,31,"R10rev",4,483
"484.R10rev",151,155,31,"R10rev",7,484
"485.R10rev",152,151,31,"R10rev",1,485
"486.R10rev",152,153,31,"R10rev",5,486
"487.R10rev",152,154,31,"R10rev",1,487
"488.R10rev",152,155,31,"R10rev",4,488
"489.R10rev",153,151,31,"R10rev",1,489
"490.R10rev",153,152,31,"R10rev",6,490
"491.R10rev",153,154,31,"R10rev",6,491
"492.R10rev",153,155,31,"R10rev",4,492
"493.R10rev",154,151,31,"R10rev",2,493
"494.R10rev",154,152,31,"R10rev",2,494
"495.R10rev",154,153,31,"R10rev",4,495
"496.R10rev",154,155,31,"R10rev",5,496
"497.R10rev",155,151,31,"R10rev",2,497
"498.R10rev",155,152,31,"R10rev",4,498
"499.R10rev",155,153,31,"R10rev",4,499
"500.R10rev",155,154,31,"R10rev",4,500
"501.R10rev",156,157,32,"R10rev",3,501
"502.R10rev",156,158,32,"R10rev",5,502
"503.R10rev",156,159,32,"R10rev",2,503
"504.R10rev",156,160,32,"R10rev",2,504
"505.R10rev",157,156,32,"R10rev",2,505
"506.R10rev",157,158,32,"R10rev",6,506
"507.R10rev",157,159,32,"R10rev",4,507
"508.R10rev",157,160,32,"R10rev",3,508
"509.R10rev",158,156,32,"R10rev",3,509
"510.R10rev",158,157,32,"R10rev",4,510
"511.R10rev",158,159,32,"R10rev",6,511
"512.R10rev",158,160,32,"R10rev",5,512
"513.R10rev",159,156,32,"R10rev",4,513
"514.R10rev",159,157,32,"R10rev",6,514
"515.R10rev",159,158,32,"R10rev",5,515
"516.R10rev",159,160,32,"R10rev",5,516
"517.R10rev",160,156,32,"R10rev",2,517
"518.R10rev",160,157,32,"R10rev",2,518
"519.R10rev",160,158,32,"R10rev",3,519
"520.R10rev",160,159,32,"R10rev",3,520
"1.R11",6,7,2,"R11",4,1
"2.R11",6,8,2,"R11",2,2
"3.R11",6,9,2,"R11",1,3
"4.R11",6,10,2,"R11",1,4
"5.R11",7,6,2,"R11",3,5
"6.R11",7,8,2,"R11",2,6
"7.R11",7,9,2,"R11",2,7
"8.R11",7,10,2,"R11",3,8
"9.R11",8,6,2,"R11",6,9
"10.R11",8,7,2,"R11",5,10
"11.R11",8,9,2,"R11",3,11
"12.R11",8,10,2,"R11",2,12
"13.R11",9,6,2,"R11",2,13
"14.R11",9,7,2,"R11",2,14
"15.R11",9,8,2,"R11",3,15
"16.R11",9,10,2,"R11",2,16
"17.R11",10,6,2,"R11",2,17
"18.R11",10,7,2,"R11",4,18
"19.R11",10,8,2,"R11",2,19
"20.R11",10,9,2,"R11",2,20
"21.R11",11,12,3,"R11",1,21
"22.R11",11,13,3,"R11",5,22
"23.R11",11,14,3,"R11",2,23
"24.R11",11,15,3,"R11",1,24
"25.R11",12,11,3,"R11",1,25
"26.R11",12,13,3,"R11",3,26
"27.R11",12,14,3,"R11",4,27
"28.R11",12,15,3,"R11",4,28
"29.R11",13,11,3,"R11",5,29
"30.R11",13,12,3,"R11",4,30
"31.R11",13,14,3,"R11",5,31
"32.R11",13,15,3,"R11",6,32
"33.R11",14,11,3,"R11",1,33
"34.R11",14,12,3,"R11",1,34
"35.R11",14,13,3,"R11",5,35
"36.R11",14,15,3,"R11",4,36
"37.R11",15,11,3,"R11",3,37
"38.R11",15,12,3,"R11",3,38
"39.R11",15,13,3,"R11",3,39
"40.R11",15,14,3,"R11",3,40
"41.R11",16,17,4,"R11",1,41
"42.R11",16,18,4,"R11",1,42
"43.R11",16,19,4,"R11",1,43
"44.R11",16,20,4,"R11",1,44
"45.R11",17,16,4,"R11",1,45
"46.R11",17,18,4,"R11",4,46
"47.R11",17,19,4,"R11",1,47
"48.R11",17,20,4,"R11",2,48
"49.R11",18,16,4,"R11",1,49
"50.R11",18,17,4,"R11",2,50
"51.R11",18,19,4,"R11",1,51
"52.R11",18,20,4,"R11",1,52
"53.R11",20,16,4,"R11",1,53
"54.R11",20,17,4,"R11",1,54
"55.R11",20,18,4,"R11",1,55
"56.R11",20,19,4,"R11",1,56
"57.R11",21,22,5,"R11",4,57
"58.R11",21,23,5,"R11",3,58
"59.R11",21,24,5,"R11",2,59
"60.R11",21,25,5,"R11",4,60
"61.R11",22,21,5,"R11",1,61
"62.R11",22,23,5,"R11",1,62
"63.R11",22,24,5,"R11",1,63
"64.R11",23,21,5,"R11",2,64
"65.R11",23,22,5,"R11",3,65
"66.R11",23,24,5,"R11",3,66
"67.R11",23,25,5,"R11",4,67
"68.R11",24,22,5,"R11",7,68
"69.R11",24,23,5,"R11",2,69
"70.R11",24,25,5,"R11",1,70
"71.R11",25,21,5,"R11",1,71
"72.R11",25,22,5,"R11",2,72
"73.R11",25,23,5,"R11",2,73
"74.R11",25,24,5,"R11",1,74
"75.R11",26,28,6,"R11",4,75
"76.R11",26,29,6,"R11",1,76
"77.R11",26,30,6,"R11",1,77
"78.R11",28,26,6,"R11",3,78
"79.R11",28,27,6,"R11",2,79
"80.R11",28,29,6,"R11",3,80
"81.R11",28,30,6,"R11",4,81
"82.R11",29,26,6,"R11",1,82
"83.R11",29,27,6,"R11",1,83
"84.R11",29,28,6,"R11",1,84
"85.R11",29,30,6,"R11",1,85
"86.R11",32,31,7,"R11",6,86
